STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TAVG_ATTRIBUTES
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/24/1957,16,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/25/1957,16.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/26/1957,16.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/27/1957,15.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,2/28/1957,19.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/1/1957,15.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/3/1957,13.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/4/1957,12.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/5/1957,12,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/7/1957,15.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/8/1957,16,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/9/1957,14.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/10/1957,14,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/11/1957,14.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/12/1957,14,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/13/1957,13.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/14/1957,13.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/16/1957,14.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/17/1957,16.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/18/1957,16.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/19/1957,17.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/23/1957,19.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/27/1957,18.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/28/1957,18.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,3/30/1957,16,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/2/1957,16.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/3/1957,16,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/4/1957,16.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/5/1957,15.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/7/1957,17.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/8/1957,17.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/9/1957,17,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/10/1957,18.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/15/1957,25.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/18/1957,16.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/19/1957,16.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/20/1957,16.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/21/1957,17.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/22/1957,17.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/23/1957,17.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/24/1957,21.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/26/1957,19.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/27/1957,19,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/29/1957,18.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,4/30/1957,18.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/1/1957,24.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/2/1957,21.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/3/1957,20.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/4/1957,21.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/5/1957,20.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/6/1957,19.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/7/1957,20.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/8/1957,20.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/9/1957,18.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/10/1957,18.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/11/1957,18.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/12/1957,21.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/13/1957,18.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/15/1957,21,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/16/1957,19.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/17/1957,19.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/18/1957,19.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/19/1957,20.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/20/1957,24.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/21/1957,24.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/22/1957,21.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/24/1957,21.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/25/1957,21.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/26/1957,21.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/27/1957,21.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/28/1957,24.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/29/1957,23.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,5/31/1957,23.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/1/1957,23.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/3/1957,22.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/4/1957,22.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/5/1957,22.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/6/1957,21.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/7/1957,24.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/8/1957,24.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/9/1957,23.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/10/1957,24.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/12/1957,23.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/13/1957,23.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/14/1957,24.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/15/1957,25.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/16/1957,23.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/18/1957,21.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/20/1957,22.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/22/1957,26.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/24/1957,25.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/25/1957,26,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/26/1957,26.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/27/1957,26.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/28/1957,24.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/29/1957,24.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,6/30/1957,25.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/1/1957,25.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/2/1957,24.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/3/1957,24.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/4/1957,24.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/5/1957,25.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/6/1957,25.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/7/1957,26.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/8/1957,26.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/9/1957,26.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/10/1957,26.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/11/1957,26.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/12/1957,27.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/13/1957,26,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/14/1957,27.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/15/1957,27.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/16/1957,26.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/17/1957,27.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/18/1957,26.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/19/1957,27,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/20/1957,26.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/21/1957,26.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/22/1957,27.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/23/1957,26.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/24/1957,25.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/25/1957,26.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/26/1957,25.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/27/1957,26.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/28/1957,25.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/29/1957,26,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/30/1957,25.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,7/31/1957,24.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/1/1957,25.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/2/1957,26,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/3/1957,27,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/4/1957,26.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/5/1957,26.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/6/1957,26.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/7/1957,26.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/8/1957,26.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/9/1957,26,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/10/1957,26.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/11/1957,26.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/12/1957,27.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/13/1957,27.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/14/1957,28.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/15/1957,28.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/16/1957,27.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/17/1957,26.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/18/1957,26.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/19/1957,27.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/20/1957,27.4,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/21/1957,28.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/22/1957,27.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/23/1957,27.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/24/1957,26.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/25/1957,25.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/26/1957,25.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/27/1957,27.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/28/1957,27.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/29/1957,27.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/30/1957,27.6,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,8/31/1957,25.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/1/1957,26.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/2/1957,26.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/3/1957,28.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/4/1957,27.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/5/1957,26.1,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/6/1957,26.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/7/1957,27.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/8/1957,26.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/9/1957,26,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/10/1957,26.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/11/1957,27,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/12/1957,26.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/13/1957,26.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/14/1957,26,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/15/1957,26.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/16/1957,27.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/17/1957,27.3,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/18/1957,26.5,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/19/1957,25.7,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/20/1957,25.8,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/21/1957,25.2,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/22/1957,24.9,"H,,S"
EGM00062318,"ALEXANDRIA INTERNATIONAL, EG",31.184,29.949,-1.8,9/23/1957,25.9,"H,,S"
